type,vendor,description,name,product_link,material,coating,coolant_type,overall_length,shank_length,shank_dia,shoulder_length,shoulder_dia,nr_flutes,flute_length,flute_dia,tip_dia,tip_angle,tip_length,angle,corner_radius,thread_pitch,thread_profile_angle,thread_nr_teeth,taper_dia,taper_angle,preset_name,spindle,feed_xy,feed_z,feed_in,feed_out,clockwise,protrusion,tapered_type,unit
flat end mill,Dreanique,"ST2F-D4.0-L12 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D4.0-L12,,Carbide,Uncoated,Mist,50.0,0,4.0,12.0,4.0,2,12.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D4.0-L17 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D4.0-L17,,Carbide,Uncoated,Mist,50.0,0,4.0,17.0,4.0,2,17.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D4.0-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D4.0-L22,,Carbide,Uncoated,Mist,50.0,0,4.0,22.0,4.0,2,22.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D4.0-L25 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D4.0-L25,,Carbide,Uncoated,Mist,50.0,0,4.0,25.0,4.0,2,25.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D4.0-L28 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D4.0-L28,,Carbide,Uncoated,Mist,50.0,0,4.0,28.0,4.0,2,28.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D4.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D4.0-L32,,Carbide,Uncoated,Mist,60.0,0,4.0,32.0,4.0,2,32.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D5.0-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D5.0-L22,,Carbide,Uncoated,Mist,50.0,0,5.0,22.0,5.0,2,22.0,5.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D6.0-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D6.0-L22,,Carbide,Uncoated,Mist,50.0,0,6.0,22.0,6.0,2,22.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D6.0-L25 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D6.0-L25,,Carbide,Uncoated,Mist,50.0,0,6.0,25.0,6.0,2,25.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D6.0-L28 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D6.0-L28,,Carbide,Uncoated,Mist,75.0,0,6.0,28.0,6.0,2,28.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D6.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D6.0-L32,,Carbide,Uncoated,Mist,75.0,0,6.0,32.0,6.0,2,32.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D6.0-L42 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D6.0-L42,,Carbide,Uncoated,Mist,75.0,0,6.0,42.0,6.0,2,42.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D6.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D6.0-L52,,Carbide,Uncoated,Mist,100.0,0,6.0,52.0,6.0,2,52.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D8.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D8.0-L32,,Carbide,Uncoated,Mist,75.0,0,8.0,32.0,8.0,2,32.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D8.0-L42 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D8.0-L42,,Carbide,Uncoated,Mist,100.0,0,8.0,42.0,8.0,2,42.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D8.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D8.0-L52,,Carbide,Uncoated,Mist,100.0,0,8.0,52.0,8.0,2,52.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D8.0-L62 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D8.0-L62,,Carbide,Uncoated,Mist,100.0,0,8.0,62.0,8.0,2,62.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D10.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D10.0-L52,,Carbide,Uncoated,Mist,100.0,0,10.0,52.0,10.0,2,52.0,10.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST2F-D12.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST2F-D12.0-L52,,Carbide,Uncoated,Mist,100.0,0,12.0,52.0,12.0,2,52.0,12.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST3FK-D4.0-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST3FK-D4.0-L22,,Carbide,Uncoated,Mist,50.0,0,4.0,4.0,4.0,3,22.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST3FK-D4.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST3FK-D4.0-L32,,Carbide,Uncoated,Mist,75.0,0,4.0,4.0,4.0,3,32.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST3FK-D6.0-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST3FK-D6.0-L22,,Carbide,Uncoated,Mist,50.0,0,6.0,6.0,6.0,3,22.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST3FK-D6.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST3FK-D6.0-L32,,Carbide,Uncoated,Mist,75.0,0,6.0,6.0,6.0,3,32.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST3FK-D6.0-L42 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST3FK-D6.0-L42,,Carbide,Uncoated,Mist,100.0,0,6.0,6.0,6.0,3,42.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST3FK-D8.0-L28 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST3FK-D8.0-L28,,Carbide,Uncoated,Mist,60.0,0,8.0,8.0,8.0,3,28.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST3FK-D8.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST3FK-D8.0-L32,,Carbide,Uncoated,Mist,75.0,0,8.0,8.0,8.0,3,32.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"ST3FK-D8.0-L42 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",ST3FK-D8.0-L42,,Carbide,Uncoated,Mist,100.0,0,8.0,8.0,8.0,3,42.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 0.5-0.6 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 0.5-0.6,,Carbide,Uncoated,Mist,50.0,0,3.0,5.0,0.55,2,5.0,0.55,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 0.7-0.9 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 0.7-0.9,,Carbide,Uncoated,Mist,50.0,0,3.0,6.0,0.8,2,6.0,0.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 1-1.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 1-1.5,,Carbide,Uncoated,Mist,50.0,0,3.0,8.0,1.25,2,8.0,1.25,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 1.6-2 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 1.6-2,,Carbide,Uncoated,Mist,50.0,0,3.0,11.0,1.8,2,11.0,1.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 2.1-2.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 2.1-2.5,,Carbide,Uncoated,Mist,50.0,0,3.0,13.0,2.3,2,13.0,2.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 2.6-3 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 2.6-3,,Carbide,Uncoated,Mist,50.0,0,3.0,16.0,2.8,2,16.0,2.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 3.1-3.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 3.1-3.5,,Carbide,Uncoated,Mist,50.0,0,4.0,18.0,3.3,2,18.0,3.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 3.6-4 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 3.6-4,,Carbide,Uncoated,Mist,50.0,0,4.0,20.0,3.8,2,20.0,3.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 4.6-5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 4.6-5,,Carbide,Uncoated,Mist,60.0,0,6.0,24.0,4.8,2,24.0,4.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 5.1-5.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 5.1-5.5,,Carbide,Uncoated,Mist,60.0,0,6.0,26.0,5.3,2,26.0,5.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 5.6-6 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 5.6-6,,Carbide,Uncoated,Mist,60.0,0,6.0,26.0,5.8,2,26.0,5.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 6.1-6.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 6.1-6.5,,Carbide,Uncoated,Mist,60.0,0,8.0,28.0,6.3,2,28.0,6.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 6.6-7 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 6.6-7,,Carbide,Uncoated,Mist,60.0,0,8.0,28.0,6.8,2,28.0,6.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 7.1-7.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 7.1-7.5,,Carbide,Uncoated,Mist,60.0,0,8.0,30.0,7.3,2,30.0,7.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 7.6-8 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 7.6-8,,Carbide,Uncoated,Mist,60.0,0,8.0,30.0,7.8,2,30.0,7.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 8.1-8.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 8.1-8.5,,Carbide,Uncoated,Mist,75.0,0,10.0,34.0,8.3,2,34.0,8.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 8.6-9 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 8.6-9,,Carbide,Uncoated,Mist,75.0,0,10.0,36.0,8.8,2,36.0,8.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 9.1-9.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 9.1-9.5,,Carbide,Uncoated,Mist,75.0,0,10.0,38.0,9.3,2,38.0,9.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 9.6-10 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 9.6-10,,Carbide,Uncoated,Mist,75.0,0,10.0,40.0,9.8,2,40.0,9.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 10.1-10.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 10.1-10.5,,Carbide,Uncoated,Mist,75.0,0,12.0,42.0,10.3,2,42.0,10.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 10.6-11 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 10.6-11,,Carbide,Uncoated,Mist,75.0,0,12.0,42.0,10.8,2,42.0,10.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 11.1-11.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 11.1-11.5,,Carbide,Uncoated,Mist,75.0,0,12.0,45.0,11.3,2,45.0,11.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 11.6-12 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 11.6-12,,Carbide,Uncoated,Mist,75.0,0,12.0,45.0,11.8,2,45.0,11.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 12.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 12.5,,Carbide,Uncoated,Mist,100.0,0,14.0,52.0,12.5,2,52.0,12.5,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 13 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 13,,Carbide,Uncoated,Mist,100.0,0,14.0,52.0,13.0,2,52.0,13.0,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 13.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 13.5,,Carbide,Uncoated,Mist,100.0,0,14.0,52.0,13.5,2,52.0,13.5,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 14 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 14,,Carbide,Uncoated,Mist,100.0,0,14.0,52.0,14.0,2,52.0,14.0,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 14.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 14.5,,Carbide,Uncoated,Mist,100.0,0,16.0,60.0,14.5,2,60.0,14.5,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 15 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 15,,Carbide,Uncoated,Mist,100.0,0,16.0,60.0,15.0,2,60.0,15.0,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 15.5 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 15.5,,Carbide,Uncoated,Mist,100.0,0,16.0,60.0,15.5,2,60.0,15.5,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"STN 16 | suitable for Aluminum, Aluminum alloy, Die cast aluminum",STN 16,,Carbide,Uncoated,Mist,100.0,0,16.0,60.0,16.0,2,60.0,16.0,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R0.5 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R0.5,,Ti coated,TiAlXN,Mist,50.0,0,6.0,2.0,1.0,2,2.0,1.0,0,0,0,0.0,0.5,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R0.5S | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R0.5S,,Ti coated,TiAlXN,Mist,50.0,0,1.0,2.0,1.0,2,2.0,1.0,0,0,0,0.0,0.5,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R0.75 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R0.75,,Ti coated,TiAlXN,Mist,50.0,0,6.0,3.0,1.5,2,3.0,1.5,0,0,0,0.0,0.75,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R0.75S | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R0.75S,,Ti coated,TiAlXN,Mist,50.0,0,4.0,3.0,1.5,2,3.0,1.5,0,0,0,0.0,0.75,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R1 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R1,,Ti coated,TiAlXN,Mist,50.0,0,6.0,4.0,2.0,2,4.0,2.0,0,0,0,0.0,1.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R1S | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R1S,,Ti coated,TiAlXN,Mist,50.0,0,4.0,4.0,2.0,2,4.0,2.0,0,0,0,0.0,1.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R1.25 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R1.25,,Ti coated,TiAlXN,Mist,50.0,0,6.0,5.0,2.5,2,5.0,2.5,0,0,0,0.0,1.25,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R1.25S | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R1.25S,,Ti coated,TiAlXN,Mist,50.0,0,4.0,5.0,2.5,2,5.0,2.5,0,0,0,0.0,1.25,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R1.5 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R1.5,,Ti coated,TiAlXN,Mist,50.0,0,6.0,6.0,3.0,2,6.0,3.0,0,0,0,0.0,1.5,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R1.5S | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R1.5S,,Ti coated,TiAlXN,Mist,50.0,0,4.0,6.0,3.0,2,6.0,3.0,0,0,0,0.0,1.5,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R1.75 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R1.75,,Ti coated,TiAlXN,Mist,50.0,0,6.0,8.0,3.5,2,8.0,3.5,0,0,0,0.0,1.75,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R2 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R2,,Ti coated,TiAlXN,Mist,50.0,0,6.0,8.0,4.0,2,8.0,4.0,0,0,0,0.0,2.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R2S | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R2S,,Ti coated,TiAlXN,Mist,50.0,0,4.0,8.0,4.0,2,8.0,4.0,0,0,0,0.0,2.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R2.5 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R2.5,,Ti coated,TiAlXN,Mist,50.0,0,6.0,10.0,5.0,2,10.0,5.0,0,0,0,0.0,2.5,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R2.75 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R2.75,,Ti coated,TiAlXN,Mist,50.0,0,6.0,12.0,5.5,2,12.0,5.5,0,0,0,0.0,2.75,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R3 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R3,,Ti coated,TiAlXN,Mist,50.0,0,6.0,12.0,6.0,2,12.0,6.0,0,0,0,0.0,3.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R3.5 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R3.5,,Ti coated,TiAlXN,Mist,60.0,0,8.0,14.0,7.0,2,14.0,7.0,0,0,0,0.0,3.5,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R4 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R4,,Ti coated,TiAlXN,Mist,60.0,0,8.0,16.0,8.0,2,16.0,8.0,0,0,0,0.0,4.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R4.5 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R4.5,,Ti coated,TiAlXN,Mist,75.0,0,10.0,18.0,9.0,2,18.0,9.0,0,0,0,0.0,4.5,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R5 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R5,,Ti coated,TiAlXN,Mist,75.0,0,10.0,20.0,10.0,2,20.0,10.0,0,0,0,0.0,5.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R6 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R6,,Ti coated,TiAlXN,Mist,75.0,0,12.0,24.0,12.0,2,24.0,12.0,0,0,0,0.0,6.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R7 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R7,,Ti coated,TiAlXN,Mist,75.0,0,14.0,28.0,14.0,2,28.0,14.0,0,0,0,0.0,7.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R8 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R8,,Ti coated,TiAlXN,Mist,100.0,0,16.0,32.0,16.0,2,32.0,16.0,0,0,0,0.0,8.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
ball end mill,Dreanique,"T2B-R10 | suitable for Carbon steel, Alloy steel, Prehardened steel 45HRC, Stainless steel, Titanium alloy, Heat resistant alloy",T2B-R10,,Ti coated,TiAlXN,Mist,100.0,0,20.0,40.0,20.0,2,40.0,20.0,0,0,0,0.0,10.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
